Date12[DDMMYYYYhhmm],Simulation_Period,Run,IDpoint,Tair[C],snow_depth[mm],snow_water_equivalent[mm],SWin[W/m2],Psnow_over_canopy[mm],Prain_over_canopy[mm]
10/01/2017 05:00,3,1,1,-36.502520,33.458915,5.145884,0.000000,0.004255,0.000000
10/01/2017 06:00,3,1,1,-36.839890,33.432049,5.141598,0.000000,0.002110,0.000000
10/01/2017 07:00,3,1,1,-37.354110,33.392986,5.136503,0.000000,0.000715,0.000000
10/01/2017 08:00,3,1,1,-38.037380,33.357676,5.131892,0.600609,0.000715,0.000000
10/01/2017 09:00,3,1,1,-38.428860,33.319592,5.127141,8.470119,0.000355,0.000000
10/01/2017 10:00,3,1,1,-38.782240,33.281388,5.122387,22.457022,0.000305,0.000000
10/01/2017 11:00,3,1,1,-38.588910,33.243493,5.118012,33.338018,0.000000,0.000000
10/01/2017 12:00,3,1,1,-38.374250,33.207212,5.113887,39.422799,0.000000,0.000000
10/01/2017 13:00,3,1,1,-39.235610,33.186219,5.110882,40.116977,0.000715,0.000000
10/01/2017 14:00,3,1,1,-39.595860,33.161014,5.107400,35.280886,0.000715,0.000000
10/01/2017 15:00,3,1,1,-39.683360,33.131324,5.103419,25.423822,0.000715,0.000000
10/01/2017 16:00,3,1,1,-39.451640,33.100569,5.099163,11.838240,0.001055,0.000000
10/01/2017 17:00,3,1,1,-38.928450,33.065330,5.094404,1.332016,0.001125,0.000000
10/01/2017 18:00,3,1,1,-37.765030,33.027571,5.089283,0.000000,0.001430,0.000000
10/01/2017 19:00,3,1,1,-37.056370,32.977632,5.082825,0.000000,0.000360,0.000000
10/01/2017 20:00,3,1,1,-35.535520,32.923451,5.075744,0.000000,0.000360,0.000000
10/01/2017 21:00,3,1,1,-35.347760,32.865680,5.068119,0.000000,0.000410,0.000000
10/01/2017 22:00,3,1,1,-34.306950,32.805052,5.060026,0.000000,0.000770,0.000000
10/01/2017 23:00,3,1,1,-34.051710,32.747655,5.052312,0.000000,0.001820,0.000000
11/01/2017 00:00,3,1,1,-33.478390,32.704080,5.046532,0.000000,0.004695,0.000000
11/01/2017 01:00,3,1,1,-33.075260,32.669877,5.042386,0.000000,0.007430,0.000000
